"answeredQuestions","asin","attributes/0/key","attributes/0/value","attributes/1/key","attributes/1/value","attributes/2/key","attributes/2/value","attributes/3/key","attributes/3/value","attributes/4/key","attributes/4/value","attributes/5/key","attributes/5/value","attributes/6/key","attributes/6/value","attributes/7/key","attributes/7/value","attributes/8/key","attributes/8/value","attributes/9/key","attributes/9/value","attributes/10/key","attributes/10/value","attributes/11/key","attributes/11/value","attributes/12/key","attributes/12/value","attributes/13/key","attributes/13/value","attributes/14/key","attributes/14/value","attributes/15/key","attributes/15/value","attributes/16/key","attributes/16/value","bestsellerRanks","bestsellerRanks/0/category","bestsellerRanks/0/rank","bestsellerRanks/0/url","bestsellerRanks/1/category","bestsellerRanks/1/rank","bestsellerRanks/1/url","bestsellerRanks/2/category","bestsellerRanks/2/rank","bestsellerRanks/2/url","bestsellerRanks/3/category","bestsellerRanks/3/rank","bestsellerRanks/3/url","brand","breadCrumbs","delivery","description","fastestDelivery","features/0","features/1","features/2","features/3","features/4","features/5","features/6","features/7","features/8","features/9","features/10","features/11","features/12","features/13","features/14","inStock","inStockText","listPrice","listPrice/currency","listPrice/value","locationText","manufacturerAttributes/0/key","manufacturerAttributes/0/value","manufacturerAttributes/1/key","manufacturerAttributes/1/value","manufacturerAttributes/2/key","manufacturerAttributes/2/value","manufacturerAttributes/3/key","manufacturerAttributes/3/value","manufacturerAttributes/4/key","manufacturerAttributes/4/value","manufacturerAttributes/5/key","manufacturerAttributes/5/value","manufacturerAttributes/6/key","manufacturerAttributes/6/value","manufacturerAttributes/7/key","manufacturerAttributes/7/value","manufacturerAttributes/8/key","manufacturerAttributes/8/value","price/currency","price/value","priceVariants","returnPolicy","reviewsCount","reviewsLink","seller","seller/averageRating","seller/id","seller/name","seller/reviewsCount","seller/url","shippingPrice","stars","starsBreakdown/1star","starsBreakdown/2star","starsBreakdown/3star","starsBreakdown/4star","starsBreakdown/5star","support","thumbnailImage","title","url","variantAsins/0","variantAsins/1","variantAsins/2","variantAsins/3","variantAsins/4","variantAsins/5","variantAsins/6","variantAsins/7","variantAsins/8","variantAsins/9","variantAsins/10","variantAsins/11","variantAsins/12","variantAsins/13","variantAsins/14","variantAsins/15","variantAsins/16","variantAsins/17","variantAsins/18","variantAsins/19","variantAsins/20","variantAsins/21","variantAsins/22","variantAttributes/0/key","variantAttributes/0/value","variantAttributes/1/key","variantAttributes/1/value"
"112","B07PWZ4QWT","Item Package Dimensions L x W x H","‎17.6 x 13.94 x 6.02 inches","Package Weight","‎2.53 Kilograms","Item Dimensions  LxWxH","‎16.73 x 12.8 x 5.91 inches","Item Weight","‎0.9 Pounds","Brand Name","‎TIDEWE","Color","‎Black","Material","‎Neoprene","Suggested Users","‎mens","Manufacturer","‎TIDEWE","Part Number","‎BT003-NEW-M11","Style","‎Snow Boots","Size","‎11","ASIN","B07PWZ4QWT","Date First Available","March 26, 2019",,,,,,,,,,,,,,,,,,,,"TIDEWE","Clothing, Shoes & Jewelry › Men › Shoes › Outdoor › Hunting",,,,"【ATTENTION】PLEASE MIND THE SIZE CHART BEFORE BUYING TO ENSURE THE BOOTS FIT YOU. The sizes 11-14 displayed are for Men.","【Waterproof Material】TIDEWE mud boots, made with 100% waterproof CR Flex-Foam,absorbs impacts, retains heat and flexes with your feet as you walk.","【Keep Warm】Heat-resistant insulation prevents radiated body heat from escaping,and returns up to 90% of your body's warmth. Comfort rated: -4°F/-20°C to 50°F/ 10°C","【Lightweight Rubber Neoprene Boot】The unbeatable CR flex-foam rubber work boot is lightweight and completely waterproof, paired with 4-way stretch nylon to make your feet stay as comfortable as possible in your extreme setting.","【TIDEWE Rubber Neoprene Boot 】Please contact us at the first time if you have any question,and we will be very glad to help solve issues you come across.",,,,,,,,,,,"true","",,"$","94.99","United Kingdom",,,,,,,,,,,,,,,,,,,"$","39.99",,,"3897","/TIDEWE-Neoprene-Waterproof-Durable-Boot%EF%BC%88Ger%E2%80%96%EF%BC%89/product-reviews/B08PZCP3RJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews",,,,,,,,"4.6","0.04","0.02","0.04","0.13","0.78",,"https://m.media-amazon.com/images/I/81L4srKnwnL.__AC_SX300_SY300_QL70_ML2_.jpg","TIDEWE Rubber Neoprene Boots Men And Women, Waterproof Durable 6mm Neoprene Boot, Rain Boot Hunting Boot Arctic Outdoor Boot（Ger‖）","https://www.amazon.com/dp/B07PWZ4QWT","B07PWZ4QWT","B07TMPCXD8",,,,,,,,,,,,,,,,,,,,,,"Color","Black","Size",""
"13","B01BPL5UAM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"adidas","Clothing, Shoes & Jewelry › Men › Shoes › Athletic › Wrestling","Tuesday, January 24",,,,,,,,,,,,,,,,,,"true","In Stock.",,"$","60","Select your address",,,,,,,,,,,,,,,,,,,"$","49.95",,"Eligible for Return, Refund or Replacement within 30 days of receipt","431","/Adidas-Wrestling-Ankle-Strap-Black/product-reviews/B01BPL5UAM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews",,,"ATR3RRN2HXF21","The Jogger's Corner",,"/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=ATR3RRN2HXF21&asin=B01BPL5UAM&ref_=dp_merchant_link&isAmazonFulfilled=1",,"4.6","0.03","0.02","0.06","0.13","0.76",,"https://m.media-amazon.com/images/I/61vUTY5yA0L.__AC_SX395_SY395_QL70_FMwebp_.jpg","adidas Men's HVC Wrestling Shoe, Black/White/Iron Metallic, 10","https://www.amazon.com/dp/B01BPL5UAM",,,,,,,,,,,,,,,,,,,,,,,,,,,
"77","B07CT4WJ71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clothing, Shoes & Jewelry","7961","https://www.amazon.com/gp/bestsellers/fashion/ref=pd_zg_ts_fashion","Men's Sandals","33","https://www.amazon.com/gp/bestsellers/fashion/679320011/ref=pd_zg_hrsr_fashion","Women's Sandals","74","https://www.amazon.com/gp/bestsellers/fashion/679425011/ref=pd_zg_hrsr_fashion",,,,"Coddies","Clothing, Shoes & Jewelry › Men › Shoes › Sandals",,,,,,,,,,,,,,,,,,,"true","",,"$","23.99","Select your address",,,,,,,,,,,,,,,,,,,"$","17.99",,,"10628","/Coddies-Original-Slippers-Unisex-Sandals/product-reviews/B08HSHQRZB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews",,,,,,,,"4.6","0.02","0.02","0.05","0.11","0.8",,"https://m.media-amazon.com/images/I/41BRd415OML._AC_.jpg","Coddies Fish Flip Flops | The Original Fish Slippers | Funny Gift, Unisex Sandals, Bass Slides, Pool, Beach & Shower Shoes | Men, Women & Kids","https://www.amazon.com/dp/B07CT4WJ71","B07F8MYNVD","B07JBSDD7C","B08FJB22VS","B09PF2L3YT","B07FG9YY17","B07GK7WLVB","B09BD17T7P","B09WRR5C1F","B08XZPQY5Z","B08XZNRNF1","B09WRV3FL8",,,,,,,,,,,,,"Size","","Color","Green"
"1000","B010PENCJQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clothing, Shoes & Jewelry","1","https://www.amazon.com/gp/bestsellers/fashion/ref=pd_zg_ts_fashion","Men's Mules & Clogs","1","https://www.amazon.com/gp/bestsellers/fashion/3420996011/ref=pd_zg_hrsr_fashion",,,,,,,"","Clothing, Shoes & Jewelry › Women › Shoes › Mules & Clogs",,,,,,,,,,,,,,,,,,,"true","",,"$","78.01","Select your address","Our signature Croslite foam was designed to keep your feet happy from day to night.","","Next-generation LiteRide material offers comfort and support.","","When the sun comes out so do our soft and comfy sandals.","","Pivoting heel straps for a more secure fit.","",,,,,,,,,,,"$","12.99",,,"400659","/Crocs-Unisex-Adult-Classic-Clogs-Sellers/product-reviews/B0BQ9DGFCT/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews",,,,,,,,"4.8","0.02","0.01","0.02","0.08","0.87",,"https://m.media-amazon.com/images/I/31Z+ve+HNUL._AC_.jpg","Crocs Unisex-Adult Classic Clogs (Best Sellers)","https://www.amazon.com/dp/B010PENCJQ",,,,,,,,,,,,,,,,,,,,,,,,,,,
"432","B01AVBLZTM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clothing, Shoes & Jewelry","5925","https://www.amazon.com/gp/bestsellers/fashion/ref=pd_zg_ts_fashion","Men's Industrial & Construction Boots","5","https://www.amazon.com/gp/bestsellers/fashion/11751044011/ref=pd_zg_hrsr_fashion",,,,,,,"EVER BOOTS","Clothing, Shoes & Jewelry › Men › Shoes",,,,"100% Leather","Rubber sole","Shaft measures approximately Ankle"" from arch","Boot opening measures approximately 14"" around","Ever Yours – Get ready to get stuff done your way. Pull on your leather Ever Boots for men and women on a mission. Your Tank boots are here to carry you at work, at home, and all points between.","All-Day Comfort – Enjoy a perfect blend of support and maneuverability from your tall ankle-length boots. Wear them for hours for construction work, contracting, landscaping, manual labor, and more.","Nubuck Uppers – Be supported, not restricted, by supple nubuck with reinforced stitches, a soft toe, and a padded collar. If you work construction or other physical jobs this is the boot for you.","Solid Foundation – Stomp and tromp without slipping or tripping. Feel the stability of a wide rubber sole and excellent arch support. Easily remove your work boot insoles if you need custom orthotics.","Sizing - True size to big brand men work boots. Women size 9 is Ever Boots size 7",,,,,,,"true","",,"$","64.99","Select your address",,,,,,,,,,,,,,,,,,,"$","59.99",,,"15045","/Work-Boots-Men-Soft-Toe/product-reviews/B00WQIPK5O/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews",,,,,,,,"4.4","0.05","0.03","0.07","0.18","0.67",,"https://m.media-amazon.com/images/I/41SRMYhvPVL._AC_.jpg","Work Boots for Men Soft Toe – 6inch Leather Boots for Construction Rubber Sole Working botas de trabajo para hombre, “Tank” Workboots","https://www.amazon.com/dp/B01AVBLZTM","B01AVBLZEC","B00WQIPK86",,,,,,,,,,,,,,,,,,,,,,"Size","","Color","Darkbrown"
"17","B07D429F4M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Clothing, Shoes & Jewelry › Men › Shoes › Slippers",,,,,,,,,,,,,,,,,,,"true","",,"$","49.66","Select your address","Unbeatable Comfort","Dearfoams is known for soft, warm fabrics and memory foam cushioning. A wide range of Styles and sizes means you can find a shoe specifically crafted for you needs!","Timeless Style","A mix of timeless looks and fresh, fashion-forward designs means there’s a slipper to fit every style. Perfect for wearing indoors at home or outdoors in the yard!","Dependable Quality","Superior materials and innovative technologies ensure a level of fit and durability that only Dearfoams can deliver.","Indoor/Outdoor Outsole","Our outsoles are designed for both indoor and outdoor wear. Whether you’re lounging at home or out on the go, Dearfoam will keep your feet cozy!.","Memory Foam Cushioning","Our insoles are cushioned with a multi-density layer of gel-infused memory foam, letting you relax into every step.","No Sweat Comfort","Our slippers are designed to be breathable and durable, so your feet can stay dry and cozy on the hottest days or the coldest nights!","Machine Washable","These cozy slippers are easy to clean so you can always have a fresh, clean pair. Gentle machine wash cold and air dry flat.",,,,,"$","19.2",,,"3878","/Dearfoams-Brendan-Microfiber-Outdoor-Whipstitch/product-reviews/B0B2KZGQK1/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews",,,,,,,,"4.5","0.04","0.03","0.06","0.14","0.73",,"https://m.media-amazon.com/images/I/31LQvNsLy-S._AC_.jpg","Dearfoams Men's Brendan Microfiber Indoor/Outdoor Suede Clog with Whipstitch Slipper","https://www.amazon.com/dp/B07D429F4M",,,,,,,,,,,,,,,,,,,,,,,,,,,
,"B0BG2XX55J","Item Package Dimensions L x W x H","‎2.4 x 1.65 x 1.61 inches","Package Weight","‎0.03 Kilograms","Item Dimensions  LxWxH","‎1.57 x 1 x 2.5 inches","Brand Name","‎XANGNIER","Warranty Description","‎60 day warranty.","Model Name","‎Shoes Headlights","Color","‎Black","Material","‎Alloy Steel","Suggested Users","‎mens","Number of Items","‎2","Manufacturer","‎XANGNIER","Part Number","‎K-020","Included Components","‎2*Shoes Headlights","Outer Material","‎Alloy Steel","ASIN","B0BG2XX55J","Date First Available","September 21, 2022",,,,,,,,,,,,,,,,"XANGNIER","Clothing, Shoes & Jewelry › Men › Shoes › Mules & Clogs","Tuesday, January 24",,"Wednesday, January 18","Worry Free Purchase:If you are not satisfied with our products, we will give you a full refund. If the product has quality problems, such as: the light is not bright, less pieces, please contact us as soon as possible, we will deal with it within 12 hours.","The headlight of the clogs shoes is made of new aluminum material with painted shell, which is not easy to scratch, lightweight, heat resistant, hard and not easy to damage, ipx5 waterproof, which can cope with complicated weather, whether it is sunny, rainy, hot or in frost, so that you will not trip in the dark.","They are a pair of clogs shoes headlights suitable for most clogs shoes sandals.They come in 5 colors, black, red, gold, blue and silver.The clogs shoes headlights is reusable, only need more button cell batteries, endurance up to 70 hours. Coin cell battery model: CR2032. Does not support USB charging.","Easy to Install: First fix the long stand into the hole of the clog shoe, then fix the short stand to keep the buckle balanced on both sides of the hole. The buckle has been tested by us and is so strong that it will not come off the shoe and can be used with confidence.","Switch: The transparent light head is a switch. 3 light modes, constant light, fast frequency flashing, slow frequency flashing, just press the light head, you can switch the light mode.",,,,,,,,,,,"true","In Stock.",,"$","19.99","Select your address",,,,,,,,,,,,,,,,,,,"$","17.99",,"Eligible for Return, Refund or Replacement within 30 days of receipt","66","/XANGNIER-Headlights-Flashlights-Footlights-Adjustable/product-reviews/B0BG2XX55J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews",,,"A37X52MF3F8AUH","XANGNIER",,"/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A37X52MF3F8AUH&asin=B0BG2XX55J&ref_=dp_merchant_link&isAmazonFulfilled=1",,"4.5","0.04","0.04","0.07","0.12","0.73","Free Amazon product support included","https://m.media-amazon.com/images/I/713dUuHRbyL.__AC_SX300_SY300_QL70_FMwebp_.jpg","XANGNIER Clogs Shoes Headlights, 2pcs Clogs Shoes Flashlights for Sandals, Footlights with Switch, Headlamps (3 Light Modes Adjustable)","https://www.amazon.com/dp/B0BG2XX55J","B0BG2XX55J","B0BKVVCP6R","B0BKVWHV1T","B0BKVV136M","B0BKVWMQGX",,,,,,,,,,,,,,,,,,,"Color","Black",,
"26","B087FCHH41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Under Armour","Clothing, Shoes & Jewelry › Men › Shoes › Athletic › Sport Sandals & Slides",,,,,,,,,,,,,,,,,,,"true","",,,,"United Kingdom",,,,,,,,,,,,,,,,,,,"$","14.3",,,"8059","/Under-Armour-Locker-Slide-Sandal/product-reviews/B0BGM9CXPG/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews",,,,,,,,"4.5","0.04","0.03","0.07","0.15","0.72",,"https://m.media-amazon.com/images/I/310EZIqWgYL._AC_.jpg","Under Armour Men's Locker Iv Slide Sandal","https://www.amazon.com/dp/B087FCHH41","B08R5R6Y7R","B093Y6KG2D","B08FTLN3Z4","B093Y63FZR",,,,,,,,,,,,,,,,,,,,"Size","","Color","Black Black White 001"
"50","B010LUBJ1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clothing, Shoes & Jewelry","18596","https://www.amazon.com/gp/bestsellers/fashion/ref=pd_zg_ts_fashion","Men's Snow Boots","37","https://www.amazon.com/gp/bestsellers/fashion/5658904011/ref=pd_zg_hrsr_fashion",,,,,,,"Muck Boot","Clothing, Shoes & Jewelry › Men › Shoes › Outdoor › Hunting",,,,,,,,,,,,,,,,,,,"true","",,"$","199.95","Select your address","100% Waterproof","100% Waterproof Materials and Construction","Fully Lined","Fully lined with 5mm CR Flex-Foam neoprene with exceptional comfort, flexibility, shock absorption and heat retention properties; adjusts to the contours of your foot to resist blisters and chafing","Fleece Lining","Fleece lining for additional warmth","Rubber Pod EVA Outsole","Rubber Pod EVA outsole for grip","Lightweight Cushioned EVA Midsole","Lightweight, cushioned EVA midsole for added comfort","MUCKComfort TC","MUCKComfort TC recommended temperature rating of -40 to 40 degrees Fahrenheit or -40 degrees to 4 degree Celsius","Easy On/Off","Ankle height with pull-tab for easy on and off",,,,,"$","87.99",,,"2030","/Muck-Boot-Excursion-Mid-Height-Rubber/product-reviews/B01M0NCSNA/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews",,,,,,,,"4.5","0.04","0.03","0.05","0.1","0.78",,"https://m.media-amazon.com/images/I/41s3bB-ATnL._AC_.jpg","Muck Boot Excursion Pro Mid-Height Men's Rubber Boot","https://www.amazon.com/dp/B010LUBJ1C","B010LUBGMO","B010LU4RHA","B00ILFYDEK",,,,,,,,,,,,,,,,,,,,,"Size","","Color","Black"
,"B072QXS3JD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clothing, Shoes & Jewelry","2436","https://www.amazon.com/gp/bestsellers/fashion/ref=pd_zg_ts_fashion","Men's Road Running Shoes","18","https://www.amazon.com/gp/bestsellers/fashion/14210389011/ref=pd_zg_hrsr_fashion",,,,,,,"Nike","Clothing, Shoes & Jewelry › Men › Shoes › Athletic › Running › Road Running",,,,"Lace-Up closure",,,,,,,,,,,,,,,"true","",,"$","200","United Kingdom",,,,,,,,,,,,,,,,,,,"$","63.95",,,"7","/NIKE-Mens-2018-Running-Shoe/product-reviews/B000M5CRC2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews",,,,,,,,"4.1","0.06","0.04","0.07","0.14","0.69",,"https://m.media-amazon.com/images/I/61dYwO-5fwL.__AC_SY445_SX342_QL70_FMwebp_.jpg","Nike Mens Free Rn 2018 Running Shoe","https://www.amazon.com/dp/B072QXS3JD",,,,,,,,,,,,,,,,,,,,,,,,,,,
"17","B08YMX6M62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clothing, Shoes & Jewelry","2261","https://www.amazon.com/gp/bestsellers/fashion/ref=pd_zg_ts_fashion","Men's Slippers","21","https://www.amazon.com/gp/bestsellers/fashion/679324011/ref=pd_zg_hrsr_fashion",,,,,,,"","Clothing, Shoes & Jewelry › Men › Shoes › Slippers",,,,,,,,,,,,,,,,,,,"true","",,"$","35.99","Select your address",,,,,,,,,,,,,,,,,,,"$","14.91",,,"1468","/DREAM-PAIRS-Slippers-Wool-Like-Washable/product-reviews/B09BF5MSGQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews",,,,,,,,"4.5","0.04","0.03","0.06","0.14","0.74",,"https://m.media-amazon.com/images/I/71GvWzUy9sS.__AC_SX395_SY395_QL70_FMwebp_.jpg","DREAM PAIRS Men's Cozy Memory Foam Slippers with Fuzzy Wool-Like Lining, Slip-on Washable Indoor Outdoor House Shoes","https://www.amazon.com/dp/B08YMX6M62",,,,,,,,,,,,,,,,,,,,,,,,,,,
"106","B07Q249HGG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Under Armour","Clothing, Shoes & Jewelry › Men › Shoes › Athletic › Sport Sandals & Slides",,,,,,,,,,,,,,,,,,,"true","",,"$","54.25","Select your address",,,,,,,,,,,,,,,,,,,"$","13.64",,,"70015","/Under-Armour-Mens-Slide-Sandal/product-reviews/B07X8DFHXD/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews",,,,,,,,"4.6","0.03","0.02","0.05","0.13","0.76",,"https://m.media-amazon.com/images/I/71nu+mptksL._AC_SX395_SY395_.jpg","Under Armour Men's Slide Sandal","https://www.amazon.com/dp/B07Q249HGG",,,,,,,,,,,,,,,,,,,,,,,,,,,
"20","B08K8XDTVL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clothing, Shoes & Jewelry","15923","https://www.amazon.com/gp/bestsellers/fashion/ref=pd_zg_ts_fashion","Men's Loafers & Slip-Ons","57","https://www.amazon.com/gp/bestsellers/fashion/679313011/ref=pd_zg_hrsr_fashion",,,,,,,"Hey Dude","Clothing, Shoes & Jewelry › Men › Shoes › Loafers & Slip-Ons",,,,,,,,,,,,,,,,,,,"true","",,"$","59.96","Select your address",,,,,,,,,,,,,,,,,,,"$","59.95",,,"4073","/Hey-Dude-Mens-Wally-Kite/product-reviews/B08TB7BNTC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews",,,,,,,,"4.8","0.02","0.01","0.03","0.08","0.87",,"https://m.media-amazon.com/images/I/91QgPsdCGXL.__AC_SX395_SY395_QL70_FMwebp_.jpg","Hey Dude Men's Wally Kite Various Sizes and Colors | Men’s Shoes | Men's Lace-Up Loafers | Lightweight and Comfortable","https://www.amazon.com/dp/B08K8XDTVL",,,,,,,,,,,,,,,,,,,,,,,,,,,
"35","B095SJ8KXV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clothing, Shoes & Jewelry","11279","https://www.amazon.com/gp/bestsellers/fashion/ref=pd_zg_ts_fashion","Men's Hunting Shoes","3","https://www.amazon.com/gp/bestsellers/fashion/679283011/ref=pd_zg_hrsr_fashion",,,,,,,"D DRYCODE","Clothing, Shoes & Jewelry › Men › Shoes › Boots › Rain",,,,,,,,,,,,,,,,,,,"true","",,"$","89.88","Select your address","Breathable & Comfortable Insole & Detachable.","","100% Water-resistant Lightweight Neoprene Boots for Extreme Outdoor Conditions.","","Sturdy pull tabs for easy-on/easy-off convenience and safety.","","Rubber boots will keep your feet warm and dry and are always to be the best at every moment that matters.","",,,,,,,,,,,"$","49.88",,,"773","/DRYCODE-Waterproof-Neoprene-Durable-Outdoor/product-reviews/B0B4N66GZ8/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews",,,,,,,,"4.4","0.06","0.04","0.05","0.14","0.72",,"https://m.media-amazon.com/images/I/71qfnMQ436L.__AC_SX395_SY395_QL70_FMwebp_.jpg","DRYCODE Muck Rubber Boots for Men and Women, Waterproof Rain Boots with Steel Shank, 6mm Neoprene Durable Outdoor Boots, Size 5-14 (Black & Brown)","https://www.amazon.com/dp/B095SJ8KXV",,,,,,,,,,,,,,,,,,,,,,,,,,,
"28","B09MZ1CN7Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clothing, Shoes & Jewelry","1941","https://www.amazon.com/gp/bestsellers/fashion/ref=pd_zg_ts_fashion","Men's Trail Running Shoes","2","https://www.amazon.com/gp/bestsellers/fashion/1264575011/ref=pd_zg_hrsr_fashion","Men's Hiking Boots","3","https://www.amazon.com/gp/bestsellers/fashion/679280011/ref=pd_zg_hrsr_fashion",,,,"ALTRA","Clothing, Shoes & Jewelry › Men › Shoes › Athletic › Running › Trail Running",,,,,,,,,,,,,,,,,,,"true","",,"$","139.95","Select your address","","","","","","","","","OUR BRAND","Altra Running was founded on an innovative approach to running shoes. An approach that took us from the back room of a specialty running store to the front of the pack on roads and trails across the world. With innovation at our forefront, our founders created our first shoe with the help of a toaster oven. This was the start of our signature shoe construction to help you move naturally and has kept our brand going for a decade while aiming to keep you running for a lifetime.","OUR PURPOSE","Unleashing human potential by inspiring the world to move naturally is what Altra Running is all about. Our purpose is built around discovery, joy, responsibility, natural movement, and finding your potential.","OUR INNOVATION","Our wide-lacing system inspired our signature FootShape design to encourage natural movement. While a household toaster oven inspired our founders, FootShape and Balanced Cushioning has inspired thousands of people to unleash their human potential. That’s the foundation of Altra Running: innovative, disruptive thinking.",,,,,"$","83.93",,,"1286","/ALTRA-Mens-AL0A547L-Trail-Running/product-reviews/B09MB6CJLY/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews",,,,,,,,"4.7","0.03","0.01","0.04","0.1","0.82",,"https://m.media-amazon.com/images/I/71fK-N076CL.__AC_SX395_SY395_QL70_FMwebp_.jpg","ALTRA Men's AL0A547L Lone Peak 6 Trail Running Shoe","https://www.amazon.com/dp/B09MZ1CN7Q",,,,,,,,,,,,,,,,,,,,,,,,,,,
"8","B08R13JPDZ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brooks","Clothing, Shoes & Jewelry › Men › Shoes › Athletic › Running › Road Running",,,,,,,,,,,,,,,,,,,"true","",,"$","74.95","Germany",,,,,,,,,,,,,,,,,,,"$","69.95",,,"1513","/Brooks-Revel-Mens-Neutral-Running/product-reviews/B08R129F7Z/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews",,,,,,,,"4.7","0.02","0.02","0.04","0.12","0.81",,"https://m.media-amazon.com/images/I/814QvmFm0eL.__AC_SX395_SY395_QL70_FMwebp_.jpg","Brooks Men's Revel 5 Neutral Running Shoe","https://www.amazon.com/dp/B08R13JPDZ",,,,,,,,,,,,,,,,,,,,,,,,,,,
"64","B001284LQS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clothing, Shoes & Jewelry","2433","https://www.amazon.com/gp/bestsellers/fashion/ref=pd_zg_ts_fashion","Men's Industrial & Construction Boots","1","https://www.amazon.com/gp/bestsellers/fashion/11751044011/ref=pd_zg_hrsr_fashion","Men's Rain Boots","3","https://www.amazon.com/gp/bestsellers/fashion/679266011/ref=pd_zg_hrsr_fashion",,,,"Dunlop","Clothing, Shoes & Jewelry › Men › Shoes › Boots › Rain","January 24 - 27","The Made in the USA Light and Mighty Dunlop Chesapeake PVC boot is 100% waterproof, The Modern lightweight design provides all day comfort and the boy loc outsole provides excellent slip protection.","January 23 - 25","100% Waterproof","Made In Usa","Lightweight Modern Design 25% Lighter Than Classic Pvc Boots","Energy Absorbing Bay-Loc Outsole With Channels To Repel Water","Heat resistant outsole : No",,,,,,,,,,,"true","In stock.",,,,"Select your address",,,,,,,,,,,,,,,,,,,"$","28.35",,"Eligible for Return, Refund or Replacement within 30 days of receipt","11007","/PROTECTIVE-8677512-Lightweight-Protective-Footwear/product-reviews/B001284LQS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews",,,"A17Z6X2BS53SSC","BEM eComm, LLC",,"/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A17Z6X2BS53SSC&asin=B001284LQS&ref_=dp_merchant_link",,"4.5","0.04","0.02","0.07","0.16","0.71",,"https://m.media-amazon.com/images/I/41yXdGJD6QL._SY445_SX342_QL70_FMwebp_.jpg","DUNLOP PROTECTIVE FOOTWEAR 8677512 Chesapeake Boots, 100% Waterproof PVC, Lightweight and Durable Protective Footwear, Size 12, Black","https://www.amazon.com/dp/B001284LQS",,,,,,,,,,,,,,,,,,,,,,,,,,,
"56","B002AMW0X6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ECCO","Clothing, Shoes & Jewelry › Men › Shoes › Loafers & Slip-Ons",,,,,,,,,,,,,,,,,,,"true","",,,,"United Kingdom",,,,,,,,,,,,,,,,,,,"$","168.32",,,"2530","/ECCO-Mens-Jersey-Slip-Loafer/product-reviews/B00ZHJZIWY/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews",,,,,,,,"4.5","0.05","0.03","0.05","0.11","0.76",,"https://m.media-amazon.com/images/I/81vJtdZ9xcL.__AC_SY395_SX395_QL70_FMwebp_.jpg","ECCO Men's New Jersey Slip-On Loafer","https://www.amazon.com/dp/B002AMW0X6",,,,,,,,,,,,,,,,,,,,,,,,"Size","","Color","Black"
